Class,CLASS1396,CLASS12468,CLASS12479,CLASS12485,CLASS12492,CLASS12496,CLASS12515,CLASS12516,CLASS12521,CLASS12524,CLASS12525,CLASS12530,CLASS12531,CLASS12532,CLASS12533,CLASS12534,CLASS12536,CLASS12537,CLASS12538,CLASS12539,CLASS12540,CLASS12541,CLASS12542,CLASS12543,CLASS12544
VBZ,0,0,0.08212428141253764,0,0.011541346875180334,0.37215160884003207,0.02806229830223095,0,32.26424781790176,1.0586905128995785,0.03751524056648013,0.007670476336580502,0.942433811027447,0,4.172112720238406,0,0.1861365497729134,0.3143142402839922,0,0,0.004329754069968826,0.08048019851782301,0,0,0.1347464434712757
WDT,0,0,0,0,25.471752553522997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.045684226892281
WP$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0487415101877748,0,0,0,0,0
WRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.634603923194527

Adjective,0,1.6516494154441879,28.086504243087873,3.3414872798434443,0,1.6088400320622924,7.822365651746878,0.6141465480728504,0.22933424610645217,0.48823106177407755,2.8730421733829368,0.44872286568995934,6.0480932717998535,0.10601373821867874,2.0886704658336384,0,0.09182736455463729,3.028510150501054,2.658894672859325,20.60860300972167,18.721856598545205,3.7590959391033163,0.03851041706781684,0.20809724940764399,1.4303853230027728
Adverb,0,0.4467942512473006,9.630440733643582,0.3033268101761253,0,1.8493072254666207,0.3928721762312333,0.6423831709727517,0.21221975012835873,0.24154589371980675,0.7034107606215024,0.5829562015801182,4.736458586349284,6.311448031484628,0.41825691430961465,0.01887544304859378,0.09679100588191497,0.4807158969049292,0.0062342196315576205,0,1.6236577762383095,23.852318835719792,1.8369468941348635,5.0458432059338625,32.25363426705709
Conjunction,99.98846431146359,0,0,0,74.51670609960182,0.017176228100309172,19.47523502174828,0,0.051343487934280334,0.2980779113989105,1.9789289398818273,0.03835238168290251,3.2547971824143795,90.86103486835418,0.23526951429915827,0,66.65425756334847,0,0.00935132944733643,0,0,0.08048019851782301,0.007702083413563369,53.11836818790564,32.01005415770516
Determiner,0,97.87177004989202,0,79.55479452054794,25.471752553522997,0,1.634628876104953,0,0,0,1.4193266014318318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9380425487808038
GrammarOther,0,0,0,0,0,0.017176228100309172,0,0,0,0,0,0,0,0,1.879542008678831,4.823724334640633,13.95031395031395,0,0,0,0,53.97873981422487,0,36.254249510662405,0.6115415511388665
Noun,0.005767844268204759,0.01638245587906769,52.734738571037504,2.984344422700587,0,80.16718195350967,52.69398063701417,1.129464915996047,9.1391408523019,2.0454311851166618,85.05330290430487,97.5262713814528,5.581734272528541,0.2555947661162666,8.542897474773879,20.458882993225814,13.761695579877397,94.9118071219909,96.20647735419719,0,77.61517145826117,13.845947486670466,16.20903454384411,2.6949623982692907,15.503614832473893
Other,0,0,0,13.688845401174168,0,0,13.820681913848745,0,0.006845798391237378,0,0,0,0.014573718727228565,0,0.010456422857740367,0,0.0049636413272776915,0,0,0,0,0.006706683209818584,0,0,0.11401622139877174
Pronoun,0,0,0,0,0,0.011450818733539448,0,0,0,0,0.7002844905742958,0,0,0,0,74.68383632893605,0,0,0,73.42855240378213,0,0,81.86544460276505,2.4662614608014835,7.045684226892281
Verb,0.005767844268204759,0.013403827537419019,9.548316452231044,0.12720156555772993,0.011541346875180334,16.32886751402725,4.160235723305739,97.61400536495837,90.36111586513778,96.92671394799054,7.271704129802733,1.4036971695942315,80.35462715569588,2.465908595826254,86.82490719924712,0.014680900148906273,5.435187253369072,1.5567799430536553,1.1096910944172564,0,2.0393141669553168,3.856342845645686,0.042361458774598536,0.2122179870196765,10.09302687155036
